No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
560,Adenosine-5'-monophosphate (AMP),6.4,0.81,47287-36-5,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@H]3O,,,https://doi.org/10.1016/j.watres.2007.07.025,phosphorus,Phosphorus-containing organics,"InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",UDMBCSSLTHHNCD-KQYNXXCUSA-N
561,Chlorpyrifos,138.89,2.14,1794779-85-3,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,,,https://doi.org/10.1021/es0516615,halogenated,Halogenated organics,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",SBPBAQFWLVIOKP-UHFFFAOYSA-N
562,dimethoate,650,2.81,1219794-81-6,CNC(=O)CS[P](=S)(OC)OC,,,https://doi.org/10.1016/j.chemosphere.2013.11.061,phosphorus,Phosphorus-containing organics,"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)",MCWXGJITAZMZEV-UHFFFAOYSA-N
563,malathion,107.3,2.03,347841-48-9,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,,,https://doi.org/10.1016/j.cej.2019.123793,phosphorus,Phosphorus-containing organics,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",JXSJBGJIGXNWCI-UHFFFAOYSA-N
564,diazinon,191.6,2.28,100155-47-3,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,,,https://kinetics.nist.gov/solution/,phosphorus,Phosphorus-containing organics,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",FHIVAFMUCKRCQO-UHFFFAOYSA-N
565,glycinamide,370000,5.57,888498-22-4,NCC(N)=O,,,https://doi.org/10.1016/j.watres.2007.07.025,amide,Nitrogen-containing organics,"InChI=1S/C2H6N2O/c3-1-2(4)5/h1,3H2,(H2,4,5)",BEBCJVAWIBVWNZ-UHFFFAOYSA-N
566,hydrochlorothiazide,0.05,-1.3,151063-30-8,N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,,,https://doi.org/10.1016/j.watres.2007.07.025,halogenated,Halogenated organics,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N
567,β-N-methylamino-l-alanine,7.08,0.85,741643-07-2,CNC[C@H](N)C(O)=O,,,https://doi.org/10.1016/j.scitotenv.2019.135513,amine,Nitrogen-containing organics,"InChI=1S/C4H10N2O2/c1-6-2-3(5)4(7)8/h3,6H,2,5H2,1H3,(H,7,8)/t3-/m0/s1",UJVHVMNGOZXSOZ-VKHMYHEASA-N
568,"2,4-diaminobutyric acid",8.05,0.91,60484-56-2,NCCC(N)C(O)=O,,,https://doi.org/10.1016/j.watres.2019.05.007,carboxylic acid,Oxygenated organics,"InChI=1S/C4H10N2O2/c5-2-1-3(6)4(7)8/h3H,1-2,5-6H2,(H,7,8)",OGNSCSPNOLGXSM-UHFFFAOYSA-N
569,chlorfenvinfos,0,-2.4,18708-86-6,CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,,,https://kinetics.nist.gov/solution/,halogenated,Halogenated organics,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3/b12-8-",FSAVDKDHPDSCTO-WQLSENKSSA-N
570,phosphoryl-ethanolamine,18000,4.26,3036-18-8,NCCO[P](O)(O)=O,,,https://kinetics.nist.gov/solution/,phosphorus,Phosphorus-containing organics,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)",SUHOOTKUPISOBE-UHFFFAOYSA-N
